YR,BUSINESSID,WBID,WATER_BODY,WB_CLS,MDNR_IMPSZ,SIZE_,EPA_APPRSZ,UNIT,POLLUTANT,SOURCE_,IU,OU,UP_X,UP_Y,DWN_X,DWN_Y,COUNTY_U_D,WB_EPA,COMMENT_,PERM_ID,EVENTDAT,REACHCODE,RCHSMDATE,RCH_RES,SRC_DESC,FEAT_URL,FMEASURE,TMEASURE,SHAPE_Leng,Shape_Le_1
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{6DB9E8F1-6A24-4C17-AB45-89C8EE828302},2012-08-21,11070207000075,,,Table H,,0.0,100.0,332.038378997,332.038378997
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{D73D2D3E-0543-48E5-97CA-F817F28EC279},2012-08-21,11070207000074,,,Table H,,0.0,14.28088,902.430081013,902.430081012
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{701E6275-4555-491F-8C27-EBB85A2FF5F5},2012-08-21,11070207000073,,,Table H,,0.0,100.0,9059.62749095,9059.62749095
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{B0FF16E3-2FE4-4707-AB49-F036ED7C332B},2012-08-21,11070207000072,,,Table H,,0.0,100.0,765.820992167,765.820992169
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{A1A3D8C8-227F-47FC-8295-BF93997FE3B8},2012-08-21,11070207000071,,,Table H,,0.0,100.0,3784.36937784,3784.36937784
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{2D2CF371-BD98-4DA2-95BC-460A6AFD54F2},2012-08-21,11070207000070,,,Table H,,0.0,100.0,2321.06403768,2321.06403768
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{647BB498-3B9B-4D22-B278-02A947489EE8},2012-08-21,11070207000069,,,Table H,,0.0,100.0,2299.14150378,2299.14150378
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{A88741FA-DC8D-4685-A9A6-3CC7458A6377},2012-08-21,11070207000068,,,Table H,,0.0,100.0,1206.22144254,1206.22144255
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{6FCE41C4-6F52-4727-BA7D-F24A7C2ED14D},2012-08-21,11070207000067,,,Table H,,0.0,100.0,2553.98959101,2553.98959101
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{221626DB-9B19-4CDE-8B63-D9DC3F3FEFFF},2012-08-21,11070207000066,,,Table H,,0.0,100.0,5199.4877728,5199.48777279
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{531AADD0-4D2F-4B67-ACE5-6A4977A5F0A9},2012-08-21,11070207000065,,,Table H,,0.0,9.51975,514.850696449,514.850696454
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{6D47483C-1687-4058-8C9C-ABE0CB5A8317},2012-08-21,11070207000064,,,Table H,,0.0,100.0,1644.82001853,1644.82001853
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{96185407-1E70-4364-83D9-8B76A7D7BC64},2012-08-21,11070207004177,,,Table H,,0.0,100.0,450.788804834,450.788804834
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{8C391AA9-CF78-42F2-972C-EF0B8B0DF380},2012-08-21,11070207000065,,,Table H,,27.88888,100.0,3900.05109317,3900.05109318
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{2AAA2AE0-9AFA-49E8-9C0B-A8A99D2B49EB},2012-08-21,11070207004413,,,Table H,,0.0,100.0,204.339315819,204.339315819
2006,50683,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.9136,4111753.8147,356380.7478,4112856.2523,Jasper,Center Cr.,1,{3F8FBD3A-429E-459D-AFC1-616764924585},2012-08-21,11070207000074,,,Table H,,17.383,100.0,5220.65274471,5220.65274471
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{8F2F5FD1-7C7D-4E69-AB05-AE547651BD7F},2012-08-21,11070207000079,,,Table H,,0.0,100.0,1626.06071527,1626.06071527
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{16C91E08-CE88-4AAE-ACDC-4995F30B13B5},2012-08-21,11070207006242,,,Table H,,0.0,100.0,9.56151459312,9.56151459382
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{3513899A-3791-4844-8143-CDA231537925},2012-08-21,11070207000078,,,Table H,,0.0,100.0,131.652322777,131.652322775
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{67654215-7042-4ACC-8955-5878A05F058E},2012-08-21,11070207000077,,,Table H,,0.0,100.0,203.613296442,203.613296445
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{B5F65B2B-C544-40B1-B436-2B7E6577B260},2012-08-21,11070207000076,,,Table H,,0.0,100.0,219.658914937,219.658914936
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{6DB9E8F1-6A24-4C17-AB45-89C8EE828302},2012-08-21,11070207000075,,,Table H,,0.0,100.0,332.038378997,332.038378997
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{D73D2D3E-0543-48E5-97CA-F817F28EC279},2012-08-21,11070207000074,,,Table H,,0.0,14.28088,902.430081013,902.430081012
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{701E6275-4555-491F-8C27-EBB85A2FF5F5},2012-08-21,11070207000073,,,Table H,,0.0,100.0,9059.62749095,9059.62749095
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{B0FF16E3-2FE4-4707-AB49-F036ED7C332B},2012-08-21,11070207000072,,,Table H,,0.0,100.0,765.820992167,765.820992169
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{A1A3D8C8-227F-47FC-8295-BF93997FE3B8},2012-08-21,11070207000071,,,Table H,,0.0,100.0,3784.36937784,3784.36937784
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{2D2CF371-BD98-4DA2-95BC-460A6AFD54F2},2012-08-21,11070207000070,,,Table H,,0.0,100.0,2321.06403768,2321.06403768
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{647BB498-3B9B-4D22-B278-02A947489EE8},2012-08-21,11070207000069,,,Table H,,0.0,100.0,2299.14150378,2299.14150378
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{A88741FA-DC8D-4685-A9A6-3CC7458A6377},2012-08-21,11070207000068,,,Table H,,0.0,100.0,1206.22144254,1206.22144255
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{6FCE41C4-6F52-4727-BA7D-F24A7C2ED14D},2012-08-21,11070207000067,,,Table H,,0.0,100.0,2553.98959101,2553.98959101
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{221626DB-9B19-4CDE-8B63-D9DC3F3FEFFF},2012-08-21,11070207000066,,,Table H,,0.0,100.0,5199.4877728,5199.48777279
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{531AADD0-4D2F-4B67-ACE5-6A4977A5F0A9},2012-08-21,11070207000065,,,Table H,,0.0,9.51975,514.850696449,514.850696454
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{6D47483C-1687-4058-8C9C-ABE0CB5A8317},2012-08-21,11070207000064,,,Table H,,0.0,100.0,1644.82001853,1644.82001853
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{96185407-1E70-4364-83D9-8B76A7D7BC64},2012-08-21,11070207004177,,,Table H,,0.0,100.0,450.788804834,450.788804834
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{8C391AA9-CF78-42F2-972C-EF0B8B0DF380},2012-08-21,11070207000065,,,Table H,,27.88888,100.0,3900.05109317,3900.05109318
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{2AAA2AE0-9AFA-49E8-9C0B-A8A99D2B49EB},2012-08-21,11070207004413,,,Table H,,0.0,100.0,204.339315819,204.339315819
2006,51626,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Cadmium (W),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377330.7972,4111756.1246,356399.4851,4112875.0417,Jasper,Center Cr.,1,{3F8FBD3A-429E-459D-AFC1-616764924585},2012-08-21,11070207000074,,,Table H,,17.383,100.0,5220.65274471,5220.65274471
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{8F2F5FD1-7C7D-4E69-AB05-AE547651BD7F},2012-08-21,11070207000079,,,Table H,,0.0,100.0,1626.06071527,1626.06071527
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{16C91E08-CE88-4AAE-ACDC-4995F30B13B5},2012-08-21,11070207006242,,,Table H,,0.0,100.0,9.56151459312,9.56151459382
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{3513899A-3791-4844-8143-CDA231537925},2012-08-21,11070207000078,,,Table H,,0.0,100.0,131.652322777,131.652322775
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{67654215-7042-4ACC-8955-5878A05F058E},2012-08-21,11070207000077,,,Table H,,0.0,100.0,203.613296442,203.613296445
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{B5F65B2B-C544-40B1-B436-2B7E6577B260},2012-08-21,11070207000076,,,Table H,,0.0,100.0,219.658914937,219.658914936
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{6DB9E8F1-6A24-4C17-AB45-89C8EE828302},2012-08-21,11070207000075,,,Table H,,0.0,100.0,332.038378997,332.038378997
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{D73D2D3E-0543-48E5-97CA-F817F28EC279},2012-08-21,11070207000074,,,Table H,,0.0,14.28088,902.430081013,902.430081012
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{701E6275-4555-491F-8C27-EBB85A2FF5F5},2012-08-21,11070207000073,,,Table H,,0.0,100.0,9059.62749095,9059.62749095
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{B0FF16E3-2FE4-4707-AB49-F036ED7C332B},2012-08-21,11070207000072,,,Table H,,0.0,100.0,765.820992167,765.820992169
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{A1A3D8C8-227F-47FC-8295-BF93997FE3B8},2012-08-21,11070207000071,,,Table H,,0.0,100.0,3784.36937784,3784.36937784
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{2D2CF371-BD98-4DA2-95BC-460A6AFD54F2},2012-08-21,11070207000070,,,Table H,,0.0,100.0,2321.06403768,2321.06403768
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{647BB498-3B9B-4D22-B278-02A947489EE8},2012-08-21,11070207000069,,,Table H,,0.0,100.0,2299.14150378,2299.14150378
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{A88741FA-DC8D-4685-A9A6-3CC7458A6377},2012-08-21,11070207000068,,,Table H,,0.0,100.0,1206.22144254,1206.22144255
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{6FCE41C4-6F52-4727-BA7D-F24A7C2ED14D},2012-08-21,11070207000067,,,Table H,,0.0,100.0,2553.98959101,2553.98959101
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{221626DB-9B19-4CDE-8B63-D9DC3F3FEFFF},2012-08-21,11070207000066,,,Table H,,0.0,100.0,5199.4877728,5199.48777279
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{531AADD0-4D2F-4B67-ACE5-6A4977A5F0A9},2012-08-21,11070207000065,,,Table H,,0.0,9.51975,514.850696449,514.850696454
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{6D47483C-1687-4058-8C9C-ABE0CB5A8317},2012-08-21,11070207000064,,,Table H,,0.0,100.0,1644.82001853,1644.82001853
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{96185407-1E70-4364-83D9-8B76A7D7BC64},2012-08-21,11070207004177,,,Table H,,0.0,100.0,450.788804834,450.788804834
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{8C391AA9-CF78-42F2-972C-EF0B8B0DF380},2012-08-21,11070207000065,,,Table H,,27.88888,100.0,3900.05109317,3900.05109318
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{2AAA2AE0-9AFA-49E8-9C0B-A8A99D2B49EB},2012-08-21,11070207004413,,,Table H,,0.0,100.0,204.339315819,204.339315819
2006,61497,3203.0,Center Cr.,P,19.0,26.8,26.8,Mi.,Lead (S),Tri-State Mining District,AQL,"CLF, IND, IRR, LWW, SCR, WBC A, HHP",377333.1645,4111754.1059,356377.4468,4112852.9409,Jasper,Center Cr.,1,{3F8FBD3A-429E-459D-AFC1-616764924585},2012-08-21,11070207000074,,,Table H,,17.383,100.0,5220.65274471,5220.65274471
2008,51630,3210.0,Center Cr.,P,21.0,21.0,21.0,Mi.,Escherichia coli (W),Rural NPS,WBC A,"AQL, IND, IRR, LWW, SCR, HHP",404364.9229,4099517.3595,383685.2725,4107350.3586,Newton/Jasper,Center Cr.,1,{BD473AD1-6828-41CA-92C3-3F8D91A419EC},2012-08-21,11070207000080,,,Table H,,0.0,100.0,1212.10972903,1212.10972902
2008,51630,3210.0,Center Cr.,P,21.0,21.0,21.0,Mi.,Escherichia coli (W),Rural NPS,WBC A,"AQL, IND, IRR, LWW, SCR, HHP",404364.9229,4099517.3595,383685.2725,4107350.3586,Newton/Jasper,Center Cr.,1,{826607B4-E371-4716-9651-39A0A37D3FD1},2012-08-21,11070207000081,,,Table H,,0.0,100.0,1196.20372152,1196.20372152
2008,51630,3210.0,Center Cr.,P,21.0,21.0,21.0,Mi.,Escherichia coli (W),Rural NPS,WBC A,"AQL, IND, IRR, LWW, SCR, HHP",404364.9229,4099517.3595,383685.2725,4107350.3586,Newton/Jasper,Center Cr.,1,{DA77E3BA-3436-4F5A-8430-F0E90FAF2479},2012-08-21,11070207000082,,,Table H,,0.0,100.0,823.915755059,823.91575506
2008,51630,3210.0,Center Cr.,P,21.0,21.0,21.0,Mi.,Escherichia coli (W),Rural NPS,WBC A,"AQL, IND, IRR, LWW, SCR, HHP",404364.9229,4099517.3595,383685.2725,4107350.3586,Newton/Jasper,Center Cr.,1,{1823764F-0AF3-44AD-AD36-552CA37BF85B},2012-08-21,11070207000083,,,Table H,,0.0,100.0,1957.67741792,1957.67741792
2008,51630,3210.0,Center Cr.,P,21.0,21.0,21.0,Mi.,Escherichia coli (W),Rural NPS,WBC A,"AQL, IND, IRR, LWW, SCR, HHP",404364.9229,4099517.3595,383685.2725,4107350.3586,Newton/Jasper,Center Cr.,1,{1C78F40C-9EA4-4D08-AFED-90F9829E1BAC},2012-08-21,11070207000633,,,Table H,,0.0,100.0,299.473455182,299.473455181
2008,51630,3210.0,Center Cr.,P,21.0,21.0,21.0,Mi.,Escherichia coli (W),Rural NPS,WBC A,"AQL, IND, IRR, LWW, SCR, HHP",404364.9229,4099517.3595,383685.2725,4107350.3586,Newton/Jasper,Center Cr.,1,{7359A36B-9E71-4020-9588-5B8B791BE14B},2012-08-21,11070207000085,,,Table H,,0.0,100.0,1029.44721435,1029.44721435
2008,51630,3210.0,Center Cr.,P,21.0,21.0,21.0,Mi.,Escherichia coli (W),Rural NPS,WBC A,"AQL, IND, IRR, LWW, SCR, HHP",404364.9229,4099517.3595,383685.2725,4107350.3586,Newton/Jasper,Center Cr.,1,{52C41E07-DD01-4B25-A711-88B53C408C3C},2012-08-21,11070207000632,,,Table H,,0.0,100.0,298.803143389,298.80314339
2008,51630,3210.0,Center Cr.,P,21.0,21.0,21.0,Mi.,Escherichia coli (W),Rural NPS,WBC A,"AQL, IND, IRR, LWW, SCR, HHP",404364.9229,4099517.3595,383685.2725,4107350.3586,Newton/Jasper,Center Cr.,1,{FFB7DDDC-F192-4814-978A-C27B8885DC82},2012-08-21,11070207000087,,,Table H,,0.0,100.0,4319.08164056,4319.08164057
2008,51630,3210.0,Center Cr.,P,21.0,21.0,21.0,Mi.,Escherichia coli (W),Rural NPS,WBC A,"AQL, IND, IRR, LWW, SCR, HHP",404364.9229,4099517.3595,383685.2725,4107350.3586,Newton/Jasper,Center Cr.,1,{0D4115C6-735D-4566-B9AD-1397622BC1C3},2012-08-21,11070207000088,,,Table H,,0.0,100.0,3034.21190406,3034.21190406
2008,51630,3210.0,Center Cr.,P,21.0,21.0,21.0,Mi.,Escherichia coli (W),Rural NPS,WBC A,"AQL, IND, IRR, LWW, SCR, HHP",404364.9229,4099517.3595,383685.2725,4107350.3586,Newton/Jasper,Center Cr.,1,{92273EDD-D48B-45D3-B561-B9F5650ADD96},2012-08-21,11070207000089,,,Table H,,0.0,100.0,3728.07579595,3728.07579594
2008,51630,3210.0,Center Cr.,P,21.0,21.0,21.0,Mi.,Escherichia coli (W),Rural NPS,WBC A,"AQL, IND, IRR, LWW, SCR, HHP",404364.9229,4099517.3595,383685.2725,4107350.3586,Newton/Jasper,Center Cr.,1,{91B2D700-8F54-455C-8725-0FB5409D457B},2012-08-21,11070207000090,,,Table H,,0.0,81.12563,4618.89867983,4618.89867983
